"","LIBCOM","nb","zone"
"2535","Le Bosc du Theil",1,"reg28"
"2536","Le Bouillon",2,"reg28"
"2537","Le Bourg-Dun",37,"reg28"
"2538","Le Breuil-en-Bessin",1,"reg28"
"2539","Le Catelier",1,"reg28"
"2540","Le Châtellier",12,"reg28"
"2541","Le Fidelaire",14,"reg28"
"2542","Le Grais",5,"reg28"
"2543","Le Grand-Quevilly",8833,"reg28"
"2544","Le Hanouard",25,"reg28"
"2545","Le Havre",30303,"reg28"
"2546","Le Hom",263,"reg28"
"2547","Le Houlme",657,"reg28"
"2548","Le Lesme",18,"reg28"
"2549","Le Manoir",177,"reg28"
"2550","Le Marais-la-Chapelle",1,"reg28"
"2551","Le Mêle-sur-Sarthe",101,"reg28"
"2552","Le Ménil-de-Briouze",16,"reg28"
"2553","Le Ménil-Guyon",1,"reg28"
"2554","Le Merlerault",65,"reg28"
"2555","Le Mesnil-Esnard",456,"reg28"
"2556","Le Mesnil-Lieubray",1,"reg28"
"2557","Le Mesnil-sous-Jumièges",37,"reg28"
"2558","Le Mesnil-sur-Blangy",1,"reg28"
"2559","Le Molay-Littry",255,"reg28"
"2560","Le Neubourg",433,"reg28"
"2561","Le Petit-Quevilly",4268,"reg28"
"2562","Le Pin",1,"reg28"
"2563","Le Pin-la-Garenne",47,"reg28"
"2564","Le Plessis-Sainte-Opportune",1,"reg28"
"2565","Le Teilleul",62,"reg28"
"2566","Le Thuit de l'Oison",114,"reg28"
"2567","Le Trait",743,"reg28"
"2568","Le Tréport",722,"reg28"
"2569","Le Val-David",1,"reg28"
"2570","Le Val-Saint-Père",11,"reg28"
"2571","Le Val d'Hazey",579,"reg28"
"2572","Le Vaudreuil",296,"reg28"
"2573","Léry",304,"reg28"
"2574","Les Andelys",1052,"reg28"
"2575","Les Aspres",8,"reg28"
"2576","Les Barils",8,"reg28"
"2577","Les Damps",77,"reg28"
"2578","Les Grandes-Ventes",152,"reg28"
"2579","Les Loges",24,"reg28"
"2580","Les Monts d'Andaine",56,"reg28"
"2581","Les Monts d'Aunay",337,"reg28"
"2582","Les Ventes",1,"reg28"
"2583","Lieurey",41,"reg28"
"2584","Lignerolles",1,"reg28"
"2585","Lillebonne",1959,"reg28"
"2586","Lilly",3,"reg28"
"2587","Limésy",43,"reg28"
"2588","Lindebeuf",1,"reg28"
"2589","Lion-sur-Mer",109,"reg28"
"2590","Lisieux",4266,"reg28"
"2591","Lison",61,"reg28"
"2592","Litteau",6,"reg28"
"2593","Livaie",7,"reg28"
"2594","Livarot-Pays-d'Auge",364,"reg28"
"2595","Londinières",78,"reg28"
"2596","Longny les Villages",85,"reg28"
"2597","Longueil",14,"reg28"
"2598","Longuerue",2,"reg28"
"2599","Longues-sur-Mer",18,"reg28"
"2600","Longueville-sur-Scie",122,"reg28"
"2601","Lonlay-l'Abbaye",34,"reg28"
"2602","Lougé-sur-Maire",3,"reg28"
"2603","Louvetot",25,"reg28"
"2604","Louviers",3351,"reg28"
"2605","Louvigny",262,"reg28"
"2606","Luc-sur-Mer",144,"reg28"
"2607","Luneray",149,"reg28"
"2608","Lyons-la-Forêt",32,"reg28"
"2609","Macé",5,"reg28"
"2610","Maisons",2,"reg28"
"2611","Maizières",3,"reg28"
"2612","Malaunay",712,"reg28"
"2613","Malherbe-sur-Ajon",4,"reg28"
"2614","Maltot",46,"reg28"
"2615","Manéglise",16,"reg28"
"2616","Manneville-ès-Plains",1,"reg28"
"2617","Manneville-la-Goupil",1,"reg28"
"2618","Manneville-sur-Risle",43,"reg28"
"2619","Mannevillette",33,"reg28"
"2620","Mantilly",10,"reg28"
"2621","Marbois",1,"reg28"
"2622","Marolles",9,"reg28"
"2623","Maromme",2942,"reg28"
"2624","Martigny",18,"reg28"
"2625","Martin-Église",83,"reg28"
"2626","Mathieu",53,"reg28"
"2627","Maulévrier-Sainte-Gertrude",30,"reg28"
"2628","Mauves-sur-Huisne",41,"reg28"
"2629","May-sur-Orne",109,"reg28"
"2630","Mélamare",4,"reg28"
"2631","Ménilles",112,"reg28"
"2632","Mentheville",6,"reg28"
"2633","Merville-Franceville-Plage",110,"reg28"
"2634","Méry-Bissières-en-Auge",24,"reg28"
"2635","Mesnières-en-Bray",35,"reg28"
"2636","Mesnil-en-Ouche",67,"reg28"
"2637","Mesnil-sur-l'Estrée",6,"reg28"
"2638","Mesnils-sur-Iton",231,"reg28"
"2639","Messei",23,"reg28"
"2640","Meulers",5,"reg28"
"2641","Mézidon Vallée d'Auge",934,"reg28"
"2642","Mieuxcé",6,"reg28"
"2643","Millebosc",1,"reg28"
"2644","Monchaux-Soreng",16,"reg28"
"2645","Mondeville",1484,"reg28"
"2646","Mont-Cauvaire",12,"reg28"
"2647","Mont-Saint-Aignan",4021,"reg28"
"2648","Montfort-sur-Risle",66,"reg28"
"2649","Montigny",16,"reg28"
"2650","Montilly-sur-Noireau",12,"reg28"
"2651","Montivilliers",1782,"reg28"
"2652","Montmain",8,"reg28"
"2653","Montmerrei",6,"reg28"
"2654","Montreuil-l'Argillé",70,"reg28"
"2655","Monts-en-Bessin",1,"reg28"
"2656","Montsecret-Clairefougère",26,"reg28"
"2657","Montville",441,"reg28"
"2658","Morgny-la-Pommeraye",10,"reg28"
"2659","Mortagne-au-Perche",518,"reg28"
"2660","Morteaux-Couliboeuf",18,"reg28"
"2661","Mortrée",39,"reg28"
"2662","Mosles",2,"reg28"
"2663","Motteville",40,"reg28"
"2664","Mouen",20,"reg28"
"2665","Moulineaux",98,"reg28"
"2666","Moulins-la-Marche",39,"reg28"
"2667","Moulins en Bessin",1,"reg28"
"2668","Moult-Chicheboville",287,"reg28"
"2669","Moyaux",97,"reg28"
"2670","Nassandres sur Risle",105,"reg28"
"2671","Nesle-Normandeuse",25,"reg28"
"2672","Neufchâtel-en-Bray",637,"reg28"
"2673","Neuville-Ferrières",21,"reg28"
"2674","Néville",84,"reg28"
"2675","Nointot",1,"reg28"
"2676","Nonancourt",288,"reg28"
"2677","Nonant-le-Pin",25,"reg28"
"2678","Normanville",32,"reg28"
"2679","Norville",15,"reg28"
"2680","Notre-Dame-de-Bondeville",993,"reg28"
"2681","Noues de Sienne",138,"reg28"
"2682","Noyers",2,"reg28"
"2683","Ocqueville",15,"reg28"
"2684","Octeville-sur-Mer",212,"reg28"
"2685","Offranville",294,"reg28"
"2686","Oherville",2,"reg28"
"2687","Oissel",2017,"reg28"
"2688","Orbec",171,"reg28"
"2689","Orgères",2,"reg28"
"2690","Orival",18,"reg28"
"2691","Osmanville",55,"reg28"
"2692","Ouainville",47,"reg28"
"2693","Ouilly-le-Vicomte",39,"reg28"
"2694","Ouistreham",748,"reg28"
"2695","Ourville-en-Caux",50,"reg28"
"2696","Ouville-l'Abbaye",2,"reg28"
"2697","Pacé",29,"reg28"
"2698","Pacy-sur-Eure",293,"reg28"
"2699","Paluel",13,"reg28"
"2700","Passais Villages",35,"reg28"
"2701","Pavilly",1084,"reg28"
"2702","Perche en Nocé",85,"reg28"
"2703","Périers-sur-le-Dan",9,"reg28"
"2704","Perrières",5,"reg28"
"2705","Perriers-sur-Andelle",94,"reg28"
"2706","Perrou",25,"reg28"
"2707","Pervenchères",20,"reg28"
"2708","Petit-Caux",303,"reg28"
"2709","Petit-Couronne",1607,"reg28"
"2710","Petiville",13,"reg28"
"2711","Pierrefiques",1,"reg28"
"2712","Piseux",1,"reg28"
"2713","Pissy-Pôville",43,"reg28"
"2714","Pîtres",228,"reg28"
"2715","Plasnes",1,"reg28"
"2716","Pleine-Sève",3,"reg28"
"2717","Pont-Audemer",2034,"reg28"
"2718","Pont-Authou",51,"reg28"
"2719","Pont-d'Ouilly",62,"reg28"
"2720","Pont-de-l'Arche",365,"reg28"
"2721","Pont-l'Évêque",617,"reg28"
"2722","Pont-Saint-Pierre",62,"reg28"
"2723","Pontchardon",26,"reg28"
"2724","Ponts sur Seulles",8,"reg28"
"2725","Port-en-Bessin-Huppain",174,"reg28"
"2726","Port-Jérôme-sur-Seine",1112,"reg28"
"2727","Potigny",101,"reg28"
"2728","Préaux",2,"reg28"
"2729","Prey",27,"reg28"
"2730","Puchay",2,"reg28"
"2731","Putanges-le-Lac",79,"reg28"
"2732","Quévreville-la-Poterie",4,"reg28"
"2733","Quiberville",6,"reg28"
"2734","Quillebeuf-sur-Seine",93,"reg28"
"2735","Quincampoix",18,"reg28"
"2736","Quittebeuf",1,"reg28"
"2737","Rai",96,"reg28"
"2738","Ranchy",4,"reg28"
"2739","Rânes",65,"reg28"
"2740","Ranville",85,"reg28"
"2741","Rémalard en Perche",71,"reg28"
"2742","Reux",4,"reg28"
"2743","Reviers",17,"reg28"
"2744","Richemont",1,"reg28"
"2745","Rieux",15,"reg28"
"2746","Rives-en-Seine",454,"reg28"
"2747","Rives d'Andaine",108,"reg28"
"2748","Riville",2,"reg28"
"2749","Rocquancourt",41,"reg28"
"2750","Rocquefort",2,"reg28"
"2751","Rogerville",17,"reg28"
"2752","Rolleville",30,"reg28"
"2753","Romilly-sur-Andelle",123,"reg28"
"2754","Roncherolles-sur-le-Vivier",72,"reg28"
"2755","Rouen",15660,"reg28"
"2756","Rougemontiers",13,"reg28"
"2757","Roumare",39,"reg28"
"2758","Routes",6,"reg28"
"2759","Routot",135,"reg28"
"2760","Rouvres",1,"reg28"
"2761","Rouxmesnil-Bouteilles",99,"reg28"
"2762","Royville",2,"reg28"
"2763","Rugles",218,"reg28"
"2764","Ry",20,"reg28"
"2765","Ryes",6,"reg28"
"2766","Sablons sur Huisne",87,"reg28"
"2767","Sacquenville",22,"reg28"
"2768","Sahurs",31,"reg28"
"2769","Sainneville",16,"reg28"
"2770","Saint-Aignan-de-Cramesnil",9,"reg28"
"2771","Saint-André-de-l'Eure",276,"reg28"
"2772","Saint-André-sur-Orne",184,"reg28"
"2773","Saint-Arnoult",119,"reg28"
"2774","Saint-Aubin-Celloville",27,"reg28"
"2775","Saint-Aubin-d'Appenai",12,"reg28"
"2776","Saint-Aubin-d'Arquenay",26,"reg28"
"2777","Saint-Aubin-d'Écrosville",2,"reg28"
"2778","Saint-Aubin-Épinay",29,"reg28"
"2779","Saint-Aubin-lès-Elbeuf",1342,"reg28"
"2780","Saint-Aubin-sur-Gaillon",13,"reg28"
"2781","Saint-Aubin-sur-Mer",159,"reg28"
"2782","Saint-Aubin-sur-Quillebeuf",9,"reg28"
"2783","Saint-Aubin-sur-Scie",79,"reg28"
"2784","Saint-Bômer-les-Forges",26,"reg28"
"2785","Saint-Clair-de-Halouze",5,"reg28"
"2786","Saint-Clair-sur-les-Monts",5,"reg28"
"2787","Saint-Contest",126,"reg28"
"2788","Saint-Denis-d'Aclon",32,"reg28"
"2789","Saint-Denis-de-Méré",13,"reg28"
"2790","Saint-Denis-le-Ferment",1,"reg28"
"2791","Saint-Denis-sur-Sarthon",45,"reg28"
"2792","Saint-Denis-sur-Scie",2,"reg28"
"2793","Saint-Désir",69,"reg28"
"2794","Saint-Didier-des-Bois",10,"reg28"
"2795","Saint-Étienne-du-Rouvray",5603,"reg28"
"2796","Saint-Étienne-du-Vauvray",14,"reg28"
"2797","Saint-Étienne-l'Allier",12,"reg28"
"2798","Saint-Eustache-la-Forêt",110,"reg28"
"2799","Saint-Evroult-Notre-Dame-du-Bois",40,"reg28"
"2800","Saint-Fraimbault",11,"reg28"
"2801","Saint-Gatien-des-Bois",102,"reg28"
"2802","Saint-Georges-des-Groseillers",76,"reg28"
"2803","Saint-Georges-du-Vièvre",56,"reg28"
"2804","Saint-Georges-Motel",17,"reg28"
"2805","Saint-Germain-d'Aunay",1,"reg28"
"2806","Saint-Germain-de-la-Coudre",31,"reg28"
"2807","Saint-Germain-des-Angles",1,"reg28"
"2808","Saint-Germain-du-Corbéis",284,"reg28"
"2809","Saint-Germain-la-Blanche-Herbe",463,"reg28"
"2810","Saint-Germain-la-Campagne",62,"reg28"
"2811","Saint-Germain-le-Vasson",54,"reg28"
"2812","Saint-Gilles-de-Crétot",5,"reg28"
"2813","Saint-Hellier",10,"reg28"
"2814","Saint-Hilaire-le-Châtel",29,"reg28"
"2815","Saint-Hilaire-sur-Erre",10,"reg28"
"2816","Saint-Jean-de-Folleville",2,"reg28"
"2817","Saint-Jean-du-Cardonnay",3,"reg28"
"2818","Saint-Jouin-Bruneval",19,"reg28"
"2819","Saint-Julien-sur-Sarthe",39,"reg28"
"2820","Saint-Langis-lès-Mortagne",36,"reg28"
"2821","Saint-Laurent-en-Caux",53,"reg28"
"2822","Saint-Léger-du-Bourg-Denis",356,"reg28"
"2823","Saint-Léger-sur-Sarthe",12,"reg28"
"2824","Saint-Léonard",37,"reg28"
"2825","Saint-Maclou",20,"reg28"
"2826","Saint-Maclou-de-Folleville",13,"reg28"
"2827","Saint-Manvieu-Norrey",23,"reg28"
"2828","Saint-Marcel",269,"reg28"
"2829","Saint-Mard-de-Réno",3,"reg28"
"2830","Saint-Mars-d'Égrenne",8,"reg28"
"2831","Saint-Martin-aux-Buneaux",33,"reg28"
"2832","Saint-Martin-d'Écublei",6,"reg28"
"2833","Saint-Martin-de-Boscherville",20,"reg28"
"2834","Saint-Martin-de-Fontenay",142,"reg28"
"2835","Saint-Martin-de-la-Lieue",20,"reg28"
"2836","Saint-Martin-des-Entrées",19,"reg28"
"2837","Saint-Martin-du-Manoir",10,"reg28"
"2838","Saint-Martin-du-Tilleul",1,"reg28"
"2839","Saint-Martin-du-Vivier",9,"reg28"
"2840","Saint-Michel-Tuboeuf",8,"reg28"
"2841","Saint-Nicolas-d'Aliermont",316,"reg28"
"2842","Saint-Ouen-de-Thouberville",77,"reg28"
"2843","Saint-Ouen-du-Breuil",34,"reg28"
"2844","Saint-Ouen-du-Mesnil-Oger",1,"reg28"
"2845","Saint-Ouen-du-Tilleul",20,"reg28"
"2846","Saint-Ouen-le-Pin",1,"reg28"
"2847","Saint-Ouen-sur-Iton",13,"reg28"
"2848","Saint-Paër",26,"reg28"
"2849","Saint-Paul-du-Vernay",4,"reg28"
"2850","Saint-Philbert-des-Champs",15,"reg28"
"2851","Saint-Philbert-sur-Risle",33,"reg28"
"2852","Saint-Pierre-Bénouville",10,"reg28"
"2853","Saint-Pierre-Canivet",1,"reg28"
"2854","Saint-Pierre-d'Entremont",40,"reg28"
"2855","Saint-Pierre-de-Cormeilles",19,"reg28"
"2856","Saint-Pierre-de-Manneville",41,"reg28"
"2857","Saint-Pierre-de-Salerne",1,"reg28"
"2858","Saint-Pierre-de-Varengeville",117,"reg28"
"2859","Saint-Pierre-des-Fleurs",53,"reg28"
"2860","Saint-Pierre-des-Ifs",1,"reg28"
"2861","Saint-Pierre-du-Bosguérard",17,"reg28"
"2862","Saint-Pierre-du-Jonquet",1,"reg28"
"2863","Saint-Pierre-du-Regard",31,"reg28"
"2864","Saint-Pierre-du-Vauvray",96,"reg28"
"2865","Saint-Pierre-Église",22,"reg28"
"2866","Saint-Pierre-en-Auge",548,"reg28"
"2867","Saint-Pierre-en-Port",23,"reg28"
"2868","Saint-Pierre-la-Bruyère",8,"reg28"
"2869","Saint-Pierre-le-Viger",17,"reg28"
"2870","Saint-Pierre-lès-Elbeuf",991,"reg28"
"2871","Saint-Pois",33,"reg28"
"2872","Saint-Quentin-sur-le-Homme",5,"reg28"
"2873","Saint-Rémy",62,"reg28"
"2874","Saint-Riquier-ès-Plains",37,"reg28"
"2875","Saint-Romain-de-Colbosc",261,"reg28"
"2876","Saint-Saëns",230,"reg28"
"2877","Saint-Sauveur-le-Vicomte",125,"reg28"
"2878","Saint-Sauveur-Lendelin",141,"reg28"
"2879","Saint-Sébastien-de-Morsent",566,"reg28"
"2880","Saint-Senier-sous-Avranches",20,"reg28"
"2881","Saint-Siméon",5,"reg28"
"2882","Saint-Sulpice-sur-Risle",22,"reg28"
"2883","Saint-Sylvain",37,"reg28"
"2884","Saint-Vaast-d'Équiqueville",21,"reg28"
"2885","Saint-Vaast-Dieppedalle",11,"reg28"
"2886","Saint-Vaast-la-Hougue",209,"reg28"
"2887","Saint-Valery-en-Caux",538,"reg28"
"2888","Saint-Victor-l'Abbaye",61,"reg28"
"2889","Saint-Victor-sur-Avre",1,"reg28"
"2890","Saint-Vigor-d'Ymonville",12,"reg28"
"2891","Saint-Vigor-le-Grand",136,"reg28"
"2892","Saint Martin de l'If",61,"reg28"
"2893","Sainte-Adresse",437,"reg28"
"2894","Sainte-Agathe-d'Aliermont",9,"reg28"
"2895","Sainte-Austreberthe",61,"reg28"
"2896","Sainte-Colombe",6,"reg28"
"2897","Sainte-Gauburge-Sainte-Colombe",77,"reg28"
"2898","Sainte-Hélène-Bondeville",7,"reg28"
"2899","Sainte-Honorine-du-Fay",17,"reg28"
"2900","Sainte-Honorine-la-Chardonne",7,"reg28"
"2901","Sainte-Honorine-la-Guillaume",4,"reg28"
"2902","Sainte-Marguerite-d'Elle",33,"reg28"
"2903","Sainte-Marguerite-sur-Duclair",63,"reg28"
"2904","Sainte-Marie-au-Bosc",1,"reg28"
"2905","Sainte-Marie-d'Attez",4,"reg28"
"2906","Sainte-Marie-des-Champs",84,"reg28"
"2907","Sainte-Opportune-la-Mare",8,"reg28"
"2908","Sainte-Scolasse-sur-Sarthe",56,"reg28"
"2909","Saires-la-Verrerie",7,"reg28"
"2910","Saline",317,"reg28"
"2911","Sallenelles",4,"reg28"
"2912","Sandouville",31,"reg28"
"2913","Saonnet",1,"reg28"
"2914","Sap-en-Auge",51,"reg28"
"2915","Sarceaux",8,"reg28"
"2916","Sartilly-Baie-Bocage",99,"reg28"
"2917","Sassetot-le-Mauconduit",37,"reg28"
"2918","Sasseville",13,"reg28"
"2919","Sauqueville",1,"reg28"
"2920","Sébécourt",6,"reg28"
"2921","Sées",497,"reg28"
"2922","Senneville-sur-Fécamp",1,"reg28"
"2923","Serqueux",40,"reg28"
"2924","Serquigny",246,"reg28"
"2925","Servaville-Salmonville",10,"reg28"
"2926","Siouville-Hague",39,"reg28"
"2927","Soliers",146,"reg28"
"2928","Soligny-la-Trappe",48,"reg28"
"2929","Sommervieu",8,"reg28"
"2930","Sommery",21,"reg28"
"2931","Sottevast",20,"reg28"
"2932","Sotteville-lès-Rouen",4514,"reg28"
"2933","Sotteville-sous-le-Val",12,"reg28"
"2934","Sotteville-sur-Mer",16,"reg28"
"2935","Souleuvre en Bocage",118,"reg28"
"2936","Sourdeval",200,"reg28"
"2937","Sourdeval-les-Bois",1,"reg28"
"2938","Subles",8,"reg28"
"2939","Surtainville",6,"reg28"
"2940","Tancarville",45,"reg28"
"2941","Tanville",4,"reg28"
"2942","Terre-et-Marais",48,"reg28"
"2943","Terres-de-Caux",124,"reg28"
"2944","Terres de Bord",10,"reg28"
"2945","Tessy-Bocage",147,"reg28"
"2946","Thaon",8,"reg28"
"2947","Thénouville",1,"reg28"
"2948","Thérouldeville",18,"reg28"
"2949","Thiberville",161,"reg28"
"2950","Thiétreville",10,"reg28"
"2951","Thiouville",12,"reg28"
"2952","Thue et Mue",184,"reg28"
"2953","Tilleul-Dame-Agnès",1,"reg28"
"2954","Tillières-sur-Avre",142,"reg28"
"2955","Tilly",1,"reg28"
"2956","Tilly-sur-Seulles",93,"reg28"
"2957","Tinchebray-Bocage",207,"reg28"
"2958","Tirepied",9,"reg28"
"2959","Tocqueville-les-Murs",6,"reg28"
"2960","Torcy-le-Grand",29,"reg28"
"2961","Torcy-le-Petit",1,"reg28"
"2962","Torigny-les-Villes",328,"reg28"
"2963","Tôtes",209,"reg28"
"2964","Touffreville-la-Corbeline",11,"reg28"
"2965","Touques",625,"reg28"
"2966","Tournedos-Bois-Hubert",8,"reg28"
"2967","Tourouvre au Perche",265,"reg28"
"2968","Tourville-la-Rivière",263,"reg28"
"2969","Tourville-sur-Arques",26,"reg28"
"2970","Tourville-sur-Odon",34,"reg28"
"2971","Tourville-sur-Pont-Audemer",1,"reg28"
"2972","Tourville-sur-Sienne",28,"reg28"
"2973","Toussaint",19,"reg28"
"2974","Toutainville",8,"reg28"
"2975","Tracy-Bocage",2,"reg28"
"2976","Trévières",97,"reg28"
"2977","Tribehou",13,"reg28"
"2978","Trouville",1,"reg28"
"2979","Trouville-la-Haule",9,"reg28"
"2980","Trouville-sur-Mer",674,"reg28"
"2981","Trun",70,"reg28"
"2982","Turretot",84,"reg28"
"2983","Urville",1,"reg28"
"2984","Ussy",5,"reg28"
"2985","Vains",23,"reg28"
"2986","Val-au-Perche",316,"reg28"
"2987","Val-de-la-Haye",17,"reg28"
"2988","Val-de-Reuil",3253,"reg28"
"2989","Val-de-Saâne",120,"reg28"
"2990","Val d'Arry",22,"reg28"
"2991","Val de Drôme",1,"reg28"
"2992","Valambray",17,"reg28"
"2993","Valdallière",82,"reg28"
"2994","Valframbert",55,"reg28"
"2995","Valmont",37,"reg28"
"2996","Valognes",903,"reg28"
"2997","Valorbiquet",19,"reg28"
"2998","Vandrimare",13,"reg28"
"2999","Varaville",16,"reg28"
"3000","Varengeville-sur-Mer",73,"reg28"
"3001","Vascoeuil",2,"reg28"
"3002","Vattetot-sous-Beaumont",2,"reg28"
"3003","Vatteville-la-Rue",27,"reg28"
"3004","Vaux-sur-Aure",2,"reg28"
"3005","Veauville-lès-Baons",2,"reg28"
"3006","Ver-sur-Mer",11,"reg28"
"3007","Verneuil d'Avre et d'Iton",1048,"reg28"
"3008","Vernon",3499,"reg28"
"3009","Verrières",14,"reg28"
"3010","Versainville",1,"reg28"
"3011","Verson",273,"reg28"
"3012","Vesly",10,"reg28"
"3013","Veules-les-Roses",33,"reg28"
"3014","Veulettes-sur-Mer",14,"reg28"
"3015","Vexin-sur-Epte",40,"reg28"
"3016","Vibeuf",1,"reg28"
"3017","Victot-Pontfol",1,"reg28"
"3018","Vierville-sur-Mer",4,"reg28"
"3019","Vieux",6,"reg28"
"3020","Vieux-Rouen-sur-Bresle",8,"reg28"
"3021","Villedieu-les-Poêles-Rouffigny",504,"reg28"
"3022","Villers-Bocage",436,"reg28"
"3023","Villers-Canivet",7,"reg28"
"3024","Villers-Écalles",26,"reg28"
"3025","Villers-sous-Foucarmont",8,"reg28"
"3026","Villers-sur-Mer",144,"reg28"
"3027","Villerville",28,"reg28"
"3028","Villez-sur-le-Neubourg",1,"reg28"
"3029","Villiers-en-Désoeuvre",9,"reg28"
"3030","Villons-les-Buissons",3,"reg28"
"3031","Villy-Bocage",6,"reg28"
"3032","Vimont",58,"reg28"
"3033","Vimoutiers",616,"reg28"
"3034","Vinnemerville",6,"reg28"
"3035","Virandeville",10,"reg28"
"3036","Vire Normandie",1885,"reg28"
"3037","Vitot",7,"reg28"
"3038","Vittefleur",14,"reg28"
"3039","Yainville",151,"reg28"
"3040","Yébleron",82,"reg28"
"3041","Yerville",261,"reg28"
"3042","Ymare",25,"reg28"
"3043","Yport",56,"reg28"
"3044","Ypreville-Biville",12,"reg28"
"3045","Yquelon",12,"reg28"
"3046","Yvecrique",57,"reg28"
"3047","Yvetot",1734,"reg28"
"3048","Yvetot-Bocage",7,"reg28"
"3049","",8,"reg32"
"3050","01/2010",3,"reg32"
"3051","0501",1,"reg32"
"3052","1",2,"reg32"
"3053","1988",2,"reg32"
"3054","2",2,"reg32"
"3055","52",1,"reg32"
"3056","603091987794442060003044",2,"reg32"
"3057","69",1,"reg32"
"3058","Abancourt",34,"reg32"
"3059","Abbecourt",8,"reg32"
"3060","Abbécourt",2,"reg32"
"3061","Abscon",598,"reg32"
"3062","Achy",5,"reg32"
"3063","Acy",14,"reg32"
"3064","Acy-en-Multien",6,"reg32"
"3065","Agnetz",120,"reg32"
"3066","Airion",1,"reg32"
"3067","Aisonville-et-Bernoville",1,"reg32"
"3068","Allennes-les-Marais",128,"reg32"
"3069","Allonne",51,"reg32"
"3070","Amblainville",11,"reg32"
"3071","Ambleny",18,"reg32"
"3072","Amiens",10373,"reg32"
"3073","Andeville",142,"reg32"
"3074","Angy",1,"reg32"
"3075","Anhiers",71,"reg32"
"3076","Aniche",1268,"reg32"
"3077","Anizy-le-Château",129,"reg32"
"3078","Annoeullin",706,"reg32"
"3079","Anor",119,"reg32"
"3080","Ansauvillers",17,"reg32"
"3081","Anstaing",47,"reg32"
"3082","Antheuil-Portes",2,"reg32"
"3083","Anzin",1761,"reg32"
"3084","Arleux",231,"reg32"
"3085","Armbouts-Cappel",115,"reg32"
"3086","Armentières",2996,"reg32"
"3087","Arnèke",45,"reg32"
"3088","Arrest",14,"reg32"
"3089","Arsy",3,"reg32"
"3090","Artres",46,"reg32"
"3091","Arvillers",1,"reg32"
"3092","Assevent",285,"reg32"
"3093","Assevillers",15,"reg32"
"3094","Athies",5,"reg32"
"3095","Athies-sous-Laon",114,"reg32"
"3096","Attiches",139,"reg32"
"3097","Attichy",83,"reg32"
"3098","Aubenton",12,"reg32"
"3099","Auberchicourt",603,"reg32"
"3100","Aubers",12,"reg32"
"3101","Aubigny-au-Bac",32,"reg32"
"3102","Aubry-du-Hainaut",47,"reg32"
"3103","Auby",1264,"reg32"
"3104","Auchy-lez-Orchies",7,"reg32"
"3105","Aulnois-sous-Laon",82,"reg32"
"3106","Aulnoy-lez-Valenciennes",865,"reg32"
"3107","Aulnoye-Aymeries",1493,"reg32"
"3108","Ault",41,"reg32"
"3109","Auneuil",246,"reg32"
"3110","Auteuil",1,"reg32"
"3111","Autrêches",1,"reg32"
"3112","Autreville",1,"reg32"
"3113","Avelin",55,"reg32"
"3114","Avesnelles",87,"reg32"
"3115","Avesnes-les-Aubert",131,"reg32"
"3116","Avesnes-sur-Helpe",670,"reg32"
"3117","Avrechy",1,"reg32"
"3118","Avricourt",18,"reg32"
"3119","Awoingt",21,"reg32"
"3120","Bachant",297,"reg32"
"3121","Bachy",32,"reg32"
"3122","Bacouël",3,"reg32"
"3123","Bacouel-sur-Selle",4,"reg32"
"3124","Bailleul",1273,"reg32"
"3125","Bailleul-le-Soc",2,"reg32"
"3126","Bailleul-sur-Thérain",215,"reg32"
"3127","Bailleval",14,"reg32"
"3128","Bailly",2,"reg32"
"3129","Baisieux",205,"reg32"
"3130","Baives",2,"reg32"
"3131","Balagny-sur-Thérain",76,"reg32"
"3132","Bambecque",48,"reg32"
"3133","Bantouzelle",1,"reg32"
"3134","Baron",4,"reg32"
"3135","Bauvin",400,"reg32"
"3136","Bavay",297,"reg32"
"3137","Bavinchove",40,"reg32"
"3138","Bazancourt",1,"reg32"
"3139","Bazuel",5,"reg32"
"3140","Beaucamps-le-Vieux",69,"reg32"
"3141","Beaucamps-Ligny",5,"reg32"
"3142","Beauchamps",30,"reg32"
"3143","Beaufort",3,"reg32"
"3144","Beaulieu-les-Fontaines",28,"reg32"
"3145","Beaumont-en-Beine",1,"reg32"
"3146","Beaumont-en-Cambrésis",1,"reg32"
"3147","Beauquesne",42,"reg32"
"3148","Beaurains-lès-Noyon",12,"reg32"
"3149","Beaurepaire-sur-Sambre",4,"reg32"
"3150","Beaurevoir",65,"reg32"
"3151","Beaurieux",34,"reg32"
"3152","Beautor",253,"reg32"
"3153","Beauvais",10058,"reg32"
"3154","Beauval",64,"reg32"
"3155","Beauvois-en-Cambrésis",48,"reg32"
"3156","Becquigny",1,"reg32"
"3157","Béhéricourt",1,"reg32"
"3158","Bellaing",151,"reg32"
"3159","Belle-Église",24,"reg32"
"3160","Belleu",709,"reg32"
"3161","Bellicourt",3,"reg32"
"3162","Bellignies",32,"reg32"
"3163","Bérelles",3,"reg32"
"3164","Bergues",493,"reg32"
"3165","Bergues-sur-Sambre",1,"reg32"
"3166","Berlaimont",181,"reg32"
"3167","Berlancourt",18,"reg32"
"3168","Bermerain",3,"reg32"
"3169","Bermesnil",8,"reg32"
"3170","Bernaville",45,"reg32"
"3171","Berneuil-en-Bray",5,"reg32"
"3172","Berry-au-Bac",28,"reg32"
"3173","Bersée",38,"reg32"
